tmlprm,tmlversi,tmldata,tmlnobuk,tmlkode1,tmlkode2,tmlkode3,tmlkode4,tmlket1,tmlket2,tmlket3,tmlket4,tmlkode5,tmlkode6,tmlyt,tmlcrtusr,tmlscr,tmltotal1,tmltotal2,tmltotal3,tmltotal4,tmltotal5
19069,1,DTTMPLAP,RUGILABA2,BLN,517.04.1001,,B0006,,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19070,1,DTTMPLAP,RUGILABA2,BLN,518.00.1001,,B0008A,MKT,,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19071,1,DTTMPLAP,RUGILABA2,BLN,518.01.1001,,B0008A,MKT,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19072,0,DTTMPLAP,RUGILABA2,BLN,518.01.1002,,D0001,MKT,TDK_KONTRIBUSI,,PENDBILAIN,,,,,2925,0.0,0.0,0.0,0.0,0.0
19073,0,DTTMPLAP,RUGILABA2,BLN,518.01.2001,,D0001,,,,PENDBILAIN,,,,,2925,0.0,0.0,0.0,0.0,0.0
19074,1,DTTMPLAP,RUGILABA2,BLN,518.02.1001,,B0008A,MKT,,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19075,2,DTTMPLAP,RUGILABA2,BLN,518.03.1001,,B0008A,MKT,TDK KONTRIBUS,SISPOKHMC,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19076,2,DTTMPLAP,RUGILABA2,BLN,518.03.1002,,B0010,MKT,,SISPOKM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19077,1,DTTMPLAP,RUGILABA2,BLN,519.01.1001,,B0010,,,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19078,1,DTTMPLAP,RUGILABA2,BLN,519.02.1001,,B0010,,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19079,1,DTTMPLAP,RUGILABA2,BLN,519.03.1001,,B0010,,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19080,1,DTTMPLAP,RUGILABA2,BLN,611.00.1001,,B0010,,,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19081,1,DTTMPLAP,RUGILABA2,BLN,611.01.1001,,B0018,,,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19082,1,DTTMPLAP,RUGILABA2,BLN,611.02.1001,,B0007,SUPPORT,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19083,1,DTTMPLAP,RUGILABA2,BLN,611.03.1001,,B0007,ACCT,,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19084,1,DTTMPLAP,RUGILABA2,BLN,611.04.1001,,B0007,,,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19085,1,DTTMPLAP,RUGILABA2,BLN,611.05.1001,,B0007,,,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19086,1,DTTMPLAP,RUGILABA2,BLN,611.05.1002,,B0007,,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19087,1,DTTMPLAP,RUGILABA2,BLN,611.05.1003,,B0007,,,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19088,1,DTTMPLAP,RUGILABA2,BLN,611.05.2001,,B0007,,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19089,1,DTTMPLAP,RUGILABA2,BLN,611.05.2002,,B0007,,,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19090,1,DTTMPLAP,RUGILABA2,BLN,612.01.1001,,B0008,ADH,GAB_INPG,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19091,2,DTTMPLAP,RUGILABA2,BLN,612.01.1002,,B0008,MKT,TDK KONTRIBUS,SISPOKHMC,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19092,2,DTTMPLAP,RUGILABA2,BLN,612.01.1003,,B0008,MKT,,SISPOKM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19093,1,DTTMPLAP,RUGILABA2,BLN,612.01.1004,,B0008,REMEDIAL,GAB_INPG,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19094,1,DTTMPLAP,RUGILABA2,BLN,612.01.1005,,B0008,SVY,,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19095,1,DTTMPLAP,RUGILABA2,BLN,612.01.1006,,B0008,PIUT,GAB_INPG,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19096,1,DTTMPLAP,RUGILABA2,BLN,612.01.1007,,B0008,SUPPORT,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19097,1,DTTMPLAP,RUGILABA2,BLN,612.01.1008,,B0008,SUPPORT,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19098,2,DTTMPLAP,RUGILABA2,BLN,612.01.1009,,B0008,AHASS,TDK KONTRIBUS,OMZET,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19099,1,DTTMPLAP,RUGILABA2,BLN,612.01.1010,,B0008,SUPPORT,,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19100,1,DTTMPLAP,RUGILABA2,BLN,612.01.1011,,B0008,SUPPORT,GAB_INPG,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19101,1,DTTMPLAP,RUGILABA2,BLN,612.01.1012,,B0008,SUPPORT,,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19102,1,DTTMPLAP,RUGILABA2,BLN,612.01.1013,,B0008,SUPPORT,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19103,1,DTTMPLAP,RUGILABA2,BLN,612.01.1014,,B0008,SUPPORT,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19104,1,DTTMPLAP,RUGILABA2,BLN,612.01.1015,,B0008,PIUT,,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19105,1,DTTMPLAP,RUGILABA2,BLN,612.01.1016,,B0008,SUPPORT,,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19106,1,DTTMPLAP,RUGILABA2,BLN,612.01.1017,,B0008,SUPPORT,,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19107,1,DTTMPLAP,RUGILABA2,BLN,612.01.1018,,B0008,MKT,,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19108,1,DTTMPLAP,RUGILABA2,BLN,612.01.1019,,B0008,MKT,,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19109,1,DTTMPLAP,RUGILABA2,BLN,612.01.1020,,B0008,MKT,,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19110,1,DTTMPLAP,RUGILABA2,BLN,612.02.1001,,B0001,ADH,GAB_INPG,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19111,4,DTTMPLAP,RUGILABA2,BLN,612.02.1002,,B0001,MKT,TDK KONTRIBUS,SISPOKHMC,OPEX,,,,,2925,0.0,1.0,0.0,0.0,0.0
19112,1,DTTMPLAP,RUGILABA2,BLN,612.02.1003,,B0001,MKT,TDK KONTRIBUS,SISPOKM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19113,2,DTTMPLAP,RUGILABA2,BLN,612.02.1004,,B0001,REMEDIAL,GAB_INPG,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19114,1,DTTMPLAP,RUGILABA2,BLN,612.02.1005,,B0001,SVY,,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19115,1,DTTMPLAP,RUGILABA2,BLN,612.02.1006,,B0001,PIUT,GAB_INPG,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19116,1,DTTMPLAP,RUGILABA2,BLN,612.02.1007,,B0001,SUPPORT,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19117,1,DTTMPLAP,RUGILABA2,BLN,612.02.1008,,B0001,SUPPORT,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19118,1,DTTMPLAP,RUGILABA2,BLN,612.02.1009,,B0001,AHASS,TDK KONTRIBUS,OMZET,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19119,1,DTTMPLAP,RUGILABA2,BLN,612.02.1010,,B0001,SUPPORT,,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19120,1,DTTMPLAP,RUGILABA2,BLN,612.02.1011,,B0001,SUPPORT,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19121,1,DTTMPLAP,RUGILABA2,BLN,612.02.1012,,B0001,SUPPORT,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19122,1,DTTMPLAP,RUGILABA2,BLN,612.02.1013,,B0001,SUPPORT,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19123,1,DTTMPLAP,RUGILABA2,BLN,612.02.1014,,B0001,SUPPORT,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19124,2,DTTMPLAP,RUGILABA2,BLN,612.02.1015,,B0001,PIUT,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19125,1,DTTMPLAP,RUGILABA2,BLN,612.02.1016,,B0001,SUPPORT,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19126,1,DTTMPLAP,RUGILABA2,BLN,612.02.1017,,B0001,SUPPORT,,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19127,1,DTTMPLAP,RUGILABA2,BLN,612.02.1018,,B0001,SUPPORT,,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19128,1,DTTMPLAP,RUGILABA2,BLN,612.02.1019,,B0001,MKT,,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19129,1,DTTMPLAP,RUGILABA2,BLN,612.02.1020,,B0001,MKT,,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19130,1,DTTMPLAP,RUGILABA2,BLN,612.03.1001,,B0001,ADH,GAB_INPG,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19131,4,DTTMPLAP,RUGILABA2,BLN,612.03.1002,,B0001,MKT,TDK KONTRIBUS,SISPOKHMC,OPEX,,,,,2925,0.0,1.0,0.0,0.0,0.0
19132,1,DTTMPLAP,RUGILABA2,BLN,612.03.1003,,B0001,MKT,TDK KONTRIBUS,SISPOKM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19133,2,DTTMPLAP,RUGILABA2,BLN,612.03.1004,,B0001,REMEDIAL,GAB_INPG,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19134,1,DTTMPLAP,RUGILABA2,BLN,612.03.1005,,B0001,SVY,,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19135,1,DTTMPLAP,RUGILABA2,BLN,612.03.1006,,B0001,PIUT,GAB_INPG,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19136,1,DTTMPLAP,RUGILABA2,BLN,612.03.1007,,B0001,SUPPORT,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19137,1,DTTMPLAP,RUGILABA2,BLN,612.03.1008,,B0001,SUPPORT,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19138,1,DTTMPLAP,RUGILABA2,BLN,612.03.1009,,B0001,AHASS,TDK KONTRIBUS,OMZET,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19139,1,DTTMPLAP,RUGILABA2,BLN,612.03.1010,,B0001,SUPPORT,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19140,1,DTTMPLAP,RUGILABA2,BLN,612.03.1011,,B0001,SUPPORT,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19141,1,DTTMPLAP,RUGILABA2,BLN,612.03.1012,,B0001,SUPPORT,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19142,1,DTTMPLAP,RUGILABA2,BLN,612.03.1013,,B0001,SUPPORT,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19143,1,DTTMPLAP,RUGILABA2,BLN,612.03.1014,,B0001,SUPPORT,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19144,2,DTTMPLAP,RUGILABA2,BLN,612.03.1015,,B0001,PIUT,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19145,1,DTTMPLAP,RUGILABA2,BLN,612.03.1016,,B0001,SUPPORT,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19146,1,DTTMPLAP,RUGILABA2,BLN,612.03.1017,,B0001,SUPPORT,,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19147,1,DTTMPLAP,RUGILABA2,BLN,612.03.1018,,B0001,MKT,,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19148,1,DTTMPLAP,RUGILABA2,BLN,612.03.1019,,B0001,MKT,,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19149,1,DTTMPLAP,RUGILABA2,BLN,612.03.1020,,B0001,MKT,,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19150,0,DTTMPLAP,RUGILABA2,BLN,612.04.1001,TDK,,,,,,,,,,2925,0.0,0.0,0.0,0.0,0.0
19151,1,DTTMPLAP,RUGILABA2,BLN,612.04.1002,,B0006,,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19152,1,DTTMPLAP,RUGILABA2,BLN,612.04.1003,,B0006,,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19153,0,DTTMPLAP,RUGILABA2,BLN,612.05.1001,,E0001,,,,PAJAK,,,,,2925,0.0,0.0,0.0,0.0,0.0
19154,0,DTTMPLAP,RUGILABA2,BLN,612.05.2001,,E0001,,,,PAJAK,,,,,2925,0.0,0.0,0.0,0.0,0.0
19155,0,DTTMPLAP,RUGILABA2,BLN,612.05.2002,,E0001,,,,PAJAK,,,,,2925,0.0,0.0,0.0,0.0,0.0
19156,0,DTTMPLAP,RUGILABA2,BLN,612.05.2003,,E0001,,,,PAJAK,,,,,2925,0.0,0.0,0.0,0.0,0.0
19157,0,DTTMPLAP,RUGILABA2,BLN,612.05.2004,TDK,E0001,,,,PAJAK,,,,,2925,0.0,0.0,0.0,0.0,0.0
19158,0,DTTMPLAP,RUGILABA2,BLN,612.05.2005,TDK,E0001,,,,PAJAK,,,,,2925,0.0,0.0,0.0,0.0,0.0
19159,1,DTTMPLAP,RUGILABA2,BLN,612.06.1001,,B0010,,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19160,1,DTTMPLAP,RUGILABA2,BLN,612.06.1002,,B0010,,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19161,1,DTTMPLAP,RUGILABA2,BLN,612.06.1003,,B0010,,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19162,1,DTTMPLAP,RUGILABA2,BLN,612.06.1004,,B0010,,,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19163,1,DTTMPLAP,RUGILABA2,BLN,612.06.1005,,B0010,,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19164,1,DTTMPLAP,RUGILABA2,BLN,612.06.1006,,B0010,,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19165,1,DTTMPLAP,RUGILABA2,BLN,612.06.2001,,B0010,,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19166,0,DTTMPLAP,RUGILABA2,BLN,612.07.1001,,D0003,,TDK KONTRIBUS,,PENDBILAIN,,,,,2925,0.0,0.0,0.0,0.0,0.0
19167,1,DTTMPLAP,RUGILABA2,BLN,612.07.1002,,B0014,AHASS,,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19168,1,DTTMPLAP,RUGILABA2,BLN,612.07.1003,TDK,B0014,,,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19169,1,DTTMPLAP,RUGILABA2,BLN,612.07.1004,,B0014,,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19170,1,DTTMPLAP,RUGILABA2,BLN,612.07.1005,,B0014,MKT,,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19171,1,DTTMPLAP,RUGILABA2,BLN,612.08.1001,,B0018,,,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19172,1,DTTMPLAP,RUGILABA2,BLN,612.08.1002,,B0018,,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19173,1,DTTMPLAP,RUGILABA2,BLN,612.08.1003,,B0018,,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19174,1,DTTMPLAP,RUGILABA2,BLN,612.08.2001,,B0018,,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19175,1,DTTMPLAP,RUGILABA2,BLN,612.08.2002,,B0018,AHASS,TDK KONTRIBUS,OMZET,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19176,1,DTTMPLAP,RUGILABA2,BLN,612.09.1001,,B0018,,,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19177,1,DTTMPLAP,RUGILABA2,BLN,612.10.1001,,B0002,SUPPORT,,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19178,0,DTTMPLAP,RUGILABA2,BLN,612.10.2001,TDK,,,GAB_INPG,GAB_SISPOK,,,,,,2925,0.0,0.0,0.0,0.0,0.0
19179,1,DTTMPLAP,RUGILABA2,BLN,612.10.2002,,B0002,SUPPORT,GAB_INPG,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19180,1,DTTMPLAP,RUGILABA2,BLN,612.11.1001,,B0011,,,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19181,1,DTTMPLAP,RUGILABA2,BLN,613.00.1001,,B0010,,,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19182,0,DTTMPLAP,RUGILABA2,BLN,613.00.1002,,C0003,,,GAB_SISPOK,NPL,,,,,2925,0.0,0.0,0.0,0.0,0.0
19183,0,DTTMPLAP,RUGILABA2,BLN,613.00.1003,TDK,A1002,,,,LABA,,,,,2925,0.0,0.0,0.0,0.0,0.0
19184,0,DTTMPLAP,RUGILABA2,BLN,613.00.1004,,C0002,,TDK KONTRIBUS,GAB_SISPOK,NPL,,,,,2925,0.0,0.0,0.0,0.0,0.0
19185,0,DTTMPLAP,RUGILABA2,BLN,613.00.1005,TDK,,,,,ASURANSI,,,,,2925,0.0,0.0,0.0,0.0,0.0
19186,1,DTTMPLAP,RUGILABA2,BLN,613.00.1101,,B0010,,,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19187,0,DTTMPLAP,RUGILABA2,BLN,613.00.1102,,C0001,,TDK KONTRIBUSI,,NPL,,,,,2925,0.0,0.0,0.0,0.0,0.0
19188,1,DTTMPLAP,RUGILABA2,BLN,613.00.2001,,B0003,SUPPORT,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19189,0,DTTMPLAP,RUGILABA2,BLN,613.00.2002,,C0003,,,,NPL,,,Y,,2925,0.0,0.0,0.0,0.0,0.0
19190,0,DTTMPLAP,RUGILABA2,BLN,613.00.2003,,C0003,PIUT,TDK KONTRIBUS,GAB_SISPOK,NPL,,,,,2925,0.0,0.0,0.0,0.0,0.0
19191,0,DTTMPLAP,RUGILABA2,BLN,613.00.2004,TDK,,,,,ASURANSI,,,,,2925,0.0,0.0,0.0,0.0,0.0
19192,1,DTTMPLAP,RUGILABA2,BLN,613.00.2005,,B0010,ADH,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19193,0,DTTMPLAP,RUGILABA2,BLN,613.00.2006,,C0003,,,,NPL,,,Y,,2925,0.0,0.0,0.0,0.0,0.0
19194,0,DTTMPLAP,RUGILABA2,BLN,613.00.2101,,C0001,,TDK KONTRIBUSI,,NPL,,,,,2925,0.0,0.0,0.0,0.0,0.0
19195,0,DTTMPLAP,RUGILABA2,BLN,613.00.2102,,C0002,,TDK KONTRIBUSI,,NPL,,,,,2925,0.0,0.0,0.0,0.0,0.0
19196,0,DTTMPLAP,RUGILABA2,BLN,613.00.2103,,C0001,,,,NPL,,,,,2925,0.0,0.0,0.0,0.0,0.0
19197,0,DTTMPLAP,RUGILABA2,BLN,613.00.2104,,C0001,,,,NPL,,,,,2925,0.0,0.0,0.0,0.0,0.0
19198,1,DTTMPLAP,RUGILABA2,BLN,613.01.1001,,B0010,,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19199,2,DTTMPLAP,RUGILABA2,BLN,613.01.1002,,B0013,ADH,,SISPOKHMC,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19200,0,DTTMPLAP,RUGILABA2,BLN,613.02.1001,,B0010,AHASS,TDK KONTRIBUS,,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19201,2,DTTMPLAP,RUGILABA2,BLN,613.02.1002,,B0013,AHASS,TDK KONTRIBUS,SISPOKHMC,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19202,1,DTTMPLAP,RUGILABA2,BLN,613.02.2001,,B0011,ADH,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19203,1,DTTMPLAP,RUGILABA2,BLN,613.02.2002,,B0011,MKT,TDK KONTRIBUS,SISPOKHMC,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19204,2,DTTMPLAP,RUGILABA2,BLN,613.02.2003,,B0011,MKT,,SISPOKM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19205,1,DTTMPLAP,RUGILABA2,BLN,613.02.2004,,B0011,REMEDIAL,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19206,1,DTTMPLAP,RUGILABA2,BLN,613.02.2005,,B0011,SVY,,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19207,2,DTTMPLAP,RUGILABA2,BLN,613.02.2006,,B0011,PIUT,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19208,1,DTTMPLAP,RUGILABA2,BLN,613.02.2007,,B0011,SUPPORT,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19209,1,DTTMPLAP,RUGILABA2,BLN,613.02.2008,,B0011,SUPPORT,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19210,2,DTTMPLAP,RUGILABA2,BLN,613.02.2009,,B0011,AHASS,TDK KONTRIBUS,OMZET,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19211,1,DTTMPLAP,RUGILABA2,BLN,613.02.2010,,B0011,SUPPORT,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19212,1,DTTMPLAP,RUGILABA2,BLN,613.02.2011,,B0011,SUPPORT,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19213,1,DTTMPLAP,RUGILABA2,BLN,613.02.2012,,B0011,SUPPORT,,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19214,1,DTTMPLAP,RUGILABA2,BLN,613.02.2013,,B0011,SUPPORT,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19215,1,DTTMPLAP,RUGILABA2,BLN,613.02.2014,,B0011,SUPPORT,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19216,1,DTTMPLAP,RUGILABA2,BLN,613.02.2015,,B0011,MKT,,SISPOKHMCM2W,OPEX,,,,,2925,0.5,0.5,0.0,0.0,0.0
19217,1,DTTMPLAP,RUGILABA2,BLN,613.02.2016,,B0011,SUPPORT,TDK KONTRIBUS,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19218,1,DTTMPLAP,RUGILABA2,BLN,613.02.2017,,B0011,SUPPORT,,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19219,1,DTTMPLAP,RUGILABA2,BLN,613.03.1001,,B0010,,,SISPOKHMCM2W,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19220,0,DTTMPLAP,RUGILABA2,BLN,613.03.2001,,D0003,,TDK KONTRIBUS,,PENDBILAIN,,,,,2925,0.0,0.0,0.0,0.0,0.0
