tmlprm,tmlversi,tmldata,tmlnobuk,tmlkode1,tmlkode2,tmlkode3,tmlkode4,tmlket1,tmlket2,tmlket3,tmlket4,tmlkode5,tmlkode6,tmlyt,tmlcrtusr,tmlscr,tmltotal1,tmltotal2,tmltotal3,tmltotal4,tmltotal5
9732,2,DTTMPLAP,LAPMKTG,H1,0120,REKAP,DASHBOARD,STOK,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9734,1,DTTMPLAP,LAPMKTG,H1,0121,A,DASHBOARD,STOK SHORT,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9736,1,DTTMPLAP,LAPMKTG,H1,0122,A,DASHBOARD,STOK FAST,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9738,1,DTTMPLAP,LAPMKTG,H1,0123,A,DASHBOARD,STOK SLOW,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9740,1,DTTMPLAP,LAPMKTG,H1,0124,A,DASHBOARD,STOK DEAD,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9742,1,DTTMPLAP,LAPMKTG,H1,0125,A,DASHBOARD,KONT JL PER KAT STOK,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9744,1,DTTMPLAP,LAPMKTG,H1,0126,A,DASHBOARD,KONT JL SHORT,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9746,1,DTTMPLAP,LAPMKTG,H1,0127,A,DASHBOARD,KONT JL FAST,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9748,1,DTTMPLAP,LAPMKTG,H1,0128,A,DASHBOARD,KONT JL SLOW,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9750,1,DTTMPLAP,LAPMKTG,H1,0129,A,DASHBOARD,KONT JL DEAD,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9752,1,DTTMPLAP,LAPMKTG,H1,0130,A,DASHBOARD,JL K UNIT SHORT,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9754,1,DTTMPLAP,LAPMKTG,H1,0131,A,DASHBOARD,JL K UNIT FAST,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9756,1,DTTMPLAP,LAPMKTG,H1,0132,A,DASHBOARD,JL K UNIT SLOW,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9758,1,DTTMPLAP,LAPMKTG,H1,0133,A,DASHBOARD,JL K UNIT DEAD,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9760,0,DTTMPLAP,RUGILABA,DATARL,BIPAJAK,,B0020,,,,PAJAK,,,,,,0.0,0.0,0.0,0.0,0.0
9762,1,DTTMPLAP,LAPMKTG,M2W,0111A,REKAP,DASHBOARD,SPK TTL - REFERENSI,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9764,1,DTTMPLAP,LAPMKTG,M2W,0111B,REKAP2,DASHBOARD,SPK L - REFERENSI,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9766,1,DTTMPLAP,LAPMKTG,M2W,0111C,REKAP2,DASHBOARD,SPK C - REFERENSI,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9768,1,DTTMPLAP,LAPMKTG,M2W,0111D,REKAP2,DASHBOARD,SPK K- REFERENSI,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9770,1,DTTMPLAP,LAPMKTG,M2W,0111E,REKAP2,SPKALLMNT,SPK TTL - MINAT,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9772,2,DTTMPLAP,LAPMKTG,M2W,0111F,1D.SPKMINATLAP,DATASDM,SPK L - MINAT,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9774,3,DTTMPLAP,LAPMKTG,M2W,0111G,2D.SPKMINTACTR,DATASDM,SPK C - MINAT,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9776,2,DTTMPLAP,LAPMKTG,M2W,0111H,3D.SPKMINATKBA,DATASDM,SPK K- MINAT,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9778,1,DTTMPLAP,LAPMKTG,M2W,0111I,REKAP2,DASHBOARD,PK K MASUK SPK,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9780,1,DTTMPLAP,LAPMKTG,M2W,0111J,REKAP2,DASHBOARD,PK K MASUK REFERENSI,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9782,1,DTTMPLAP,LAPMKTG,M2W,0111K,REKAP,DASHBOARD,SPK MINAT (SPK + REF),,,,,,,,,0.0,0.0,0.0,0.0,0.0
9790,4,DTTMPLAP,LAPMKTG,H1,0096A,REKAP,DASHBOARD,SPK REF TTL,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9794,3,DTTMPLAP,LAPMKTG,H1,0096C,REKAP2,DASHBOARD,SPK REF CTR,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9796,3,DTTMPLAP,LAPMKTG,H1,0096D,REKAP2,DASHBOARD,SPK REF KBA,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9798,4,DTTMPLAP,LAPMKTG,H1,0096E,REKAP,SPKALLMNT,SPK MINAT  TTL,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9800,5,DTTMPLAP,LAPMKTG,H1,0096F,1D.SPKMINATLAP,DATASDM,SPK MINAT LAP,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9802,4,DTTMPLAP,LAPMKTG,H1,0096G,2D.SPKMINTACTR,DATASDM,SPK MINAT CTR,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9804,6,DTTMPLAP,LAPMKTG,H1,0096H,3D.SPKMINATKBA,DATASDM,SPK MINAT KBA,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9806,4,DTTMPLAP,LAPMKTG,H1,0096I,REKAP,DASHBOARD,PK K MASUK SPK,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9808,3,DTTMPLAP,LAPMKTG,H1,0096J,REKAP,DASHBOARD,PK K MASUK SPK REF,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9810,2,DTTMPLAP,LAPMKTG,H1,0096K,REKAP,DASHBOARD,SPK MINAT (SPK + REF),,,,,,,,,0.0,0.0,0.0,0.0,0.0
9812,0,DTTMPLAP,LAPSURVEY,M2W,4001,A,DASHSURVEY,PK KREDIT TOTAL,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9814,0,DTTMPLAP,LAPSURVEY,M2W,4002,A,DASHSURVEY,PK KREDIT L TOTAL,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9816,0,DTTMPLAP,LAPSURVEY,M2W,4003,A,DASHSURVEY,PK KREDIT C TOTAL,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9818,0,DTTMPLAP,LAPSURVEY,M2W,4004,A,DASHSURVEY,PK KREDIT K TOTAL,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9820,0,DTTMPLAP,LAPSURVEY,M2W,4005,A,DASHSURVEY,PK KREDIT HMC,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9822,0,DTTMPLAP,LAPSURVEY,M2W,4006,A,DASHSURVEY,PK KREDIT L HMC,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9824,0,DTTMPLAP,LAPSURVEY,M2W,4007,A,DASHSURVEY,PK KREDIT C HMC,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9826,0,DTTMPLAP,LAPSURVEY,M2W,4008,A,DASHSURVEY,PK KREDIT K HMC,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9828,0,DTTMPLAP,LAPSURVEY,M2W,4009,A,DASHSURVEY,PK KREDIT M2W,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9830,0,DTTMPLAP,LAPSURVEY,M2W,4010,A,DASHSURVEY,PK KREDIT L M2W,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9832,0,DTTMPLAP,LAPSURVEY,M2W,4011,A,DASHSURVEY,PK KREDIT C M2W,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9834,0,DTTMPLAP,LAPSURVEY,M2W,4012,A,DASHSURVEY,PK KREDIT K M2W,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9836,0,DTTMPLAP,LAPSURVEY,M2W,4013,A,DASHSURVEY,LEADTIME JWB <=STD,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9838,0,DTTMPLAP,LAPSURVEY,M2W,4014,A,DASHSURVEY,'%JWB <=STD,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9840,0,DTTMPLAP,LAPSURVEY,M2W,4015,A,DASHSURVEY,LEADTIME JWB >STD,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9842,0,DTTMPLAP,LAPSURVEY,M2W,4016,A,DASHSURVEY,'%JWB >STD,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9844,0,DTTMPLAP,LAPSURVEY,M2W,4017,A,DASHSURVEY,RING 1,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9846,0,DTTMPLAP,LAPSURVEY,M2W,4018,A,DASHSURVEY,LEADTIME JWB <=STD R1,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9848,0,DTTMPLAP,LAPSURVEY,M2W,4019,A,DASHSURVEY,'%JWB <=STD R1,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9850,0,DTTMPLAP,LAPSURVEY,M2W,4020,A,DASHSURVEY,LEADTIME JWB >STD R1,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9852,0,DTTMPLAP,LAPSURVEY,M2W,4021,A,DASHSURVEY,'%JWB >STD R1,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9854,0,DTTMPLAP,LAPSURVEY,M2W,4022,A,DASHSURVEY,RING 2,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9856,0,DTTMPLAP,LAPSURVEY,M2W,4023,A,DASHSURVEY,LEADTIME JWB <=STD R2,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9858,0,DTTMPLAP,LAPSURVEY,M2W,4024,A,DASHSURVEY,'%JWB <=STD R2,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9860,0,DTTMPLAP,LAPSURVEY,M2W,4025,A,DASHSURVEY,LEADTIME JWB >STD R2,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9862,0,DTTMPLAP,LAPSURVEY,M2W,4026,A,DASHSURVEY,'%JWB >STD R2,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9864,0,DTTMPLAP,LAPSURVEY,M2W,4027,A,DASHSURVEY,RING 3,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9866,0,DTTMPLAP,LAPSURVEY,M2W,4028,A,DASHSURVEY,LEADTIME JWB <=STD R3,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9868,0,DTTMPLAP,LAPSURVEY,M2W,4029,A,DASHSURVEY,'%JWB <=STD R3,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9870,0,DTTMPLAP,LAPSURVEY,M2W,4030,A,DASHSURVEY,LEADTIME JWB >STD R3,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9872,0,DTTMPLAP,LAPSURVEY,M2W,4031,A,DASHSURVEY,'%JWB >STD R3,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9874,0,DTTMPLAP,LAPSURVEY,M2W,4032,A,DASHSURVEY,JUAL KREDIT TOTAL,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9876,0,DTTMPLAP,LAPSURVEY,M2W,4033,A,DASHSURVEY,JUAL KREDIT L TOTAL,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9878,0,DTTMPLAP,LAPSURVEY,M2W,4034,A,DASHSURVEY,JUAL KREDIT C TOTAL,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9880,0,DTTMPLAP,LAPSURVEY,M2W,4035,A,DASHSURVEY,JUAL KREDIT K TOTAL,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9882,0,DTTMPLAP,LAPSURVEY,M2W,4036,A,DASHSURVEY,JUAL KREDIT HMC,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9884,0,DTTMPLAP,LAPSURVEY,M2W,4037,A,DASHSURVEY,JUAL KREDIT L HMC,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9886,0,DTTMPLAP,LAPSURVEY,M2W,4038,A,DASHSURVEY,JUAL KREDIT C HMC,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9888,0,DTTMPLAP,LAPSURVEY,M2W,4039,A,DASHSURVEY,JUAL KREDIT K HMC,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9890,0,DTTMPLAP,LAPSURVEY,M2W,4040,A,DASHSURVEY,JUAL KREDIT M2W,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9892,0,DTTMPLAP,LAPSURVEY,M2W,4041,A,DASHSURVEY,JUAL KREDIT L M2W,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9894,0,DTTMPLAP,LAPSURVEY,M2W,4042,A,DASHSURVEY,JUAL KREDIT C M2W,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9896,0,DTTMPLAP,LAPSURVEY,M2W,4043,A,DASHSURVEY,JUAL KREDIT K M2W,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9898,0,DTTMPLAP,LAPSURVEY,M2W,4044,A,DASHSURVEY,RP CAIR (JT RUPIAH),,,,,,,,,0.0,0.0,0.0,0.0,0.0
9900,0,DTTMPLAP,LAPSURVEY,M2W,4045,A,DASHSURVEY,RO,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9902,0,DTTMPLAP,LAPSURVEY,M2W,4046,A,DASHSURVEY,MPP S.LAP,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9904,0,DTTMPLAP,LAPSURVEY,M2W,4047,A,DASHSURVEY,MEDSOS (JUMLAH IKLAN),,,,,,,,,0.0,0.0,0.0,0.0,0.0
9906,0,DTTMPLAP,LAPSURVEY,M2W,4048,A,DASHSURVEY,MEDSOS (PELAMAR),,,,,,,,,0.0,0.0,0.0,0.0,0.0
9908,0,DTTMPLAP,LAPSURVEY,M2W,4049,A,DASHSURVEY,MEDSOS (TEST),,,,,,,,,0.0,0.0,0.0,0.0,0.0
9910,0,DTTMPLAP,LAPSURVEY,M2W,4050,A,DASHSURVEY,MEDSOS (LULUS),,,,,,,,,0.0,0.0,0.0,0.0,0.0
9912,0,DTTMPLAP,LAPSURVEY,M2W,4051,A,DASHSURVEY,MEDIA CETAK (JUMLAH IKLAN),,,,,,,,,0.0,0.0,0.0,0.0,0.0
9914,0,DTTMPLAP,LAPSURVEY,M2W,4052,A,DASHSURVEY,MEDIA CETAK (PELAMAR),,,,,,,,,0.0,0.0,0.0,0.0,0.0
9916,0,DTTMPLAP,LAPSURVEY,M2W,4053,A,DASHSURVEY,MEDIA CETAK (TEST),,,,,,,,,0.0,0.0,0.0,0.0,0.0
9918,0,DTTMPLAP,LAPSURVEY,M2W,4054,A,DASHSURVEY,MEDIA CETAK (LULUS),,,,,,,,,0.0,0.0,0.0,0.0,0.0
9920,0,DTTMPLAP,LAPSURVEY,M2W,4055,A,DASHSURVEY,PLATFORM JOB SEEKER (JUMLAH IKLAN),,,,,,,,,0.0,0.0,0.0,0.0,0.0
9922,0,DTTMPLAP,LAPSURVEY,M2W,4056,A,DASHSURVEY,PLATFORM JOB SEEKER (PELAMAR),,,,,,,,,0.0,0.0,0.0,0.0,0.0
9924,0,DTTMPLAP,LAPSURVEY,M2W,4057,A,DASHSURVEY,PLATFORM JOB SEEKER (TEST),,,,,,,,,0.0,0.0,0.0,0.0,0.0
9926,0,DTTMPLAP,LAPSURVEY,M2W,4058,A,DASHSURVEY,PLATFORM JOB SEEKER (LULUS),,,,,,,,,0.0,0.0,0.0,0.0,0.0
9928,0,DTTMPLAP,LAPSURVEY,M2W,4059,A,DASHSURVEY,REKOMENDASI (PELAMAR),,,,,,,,,0.0,0.0,0.0,0.0,0.0
9930,0,DTTMPLAP,LAPSURVEY,M2W,4060,A,DASHSURVEY,REKOMENDASI (TEST),,,,,,,,,0.0,0.0,0.0,0.0,0.0
9932,0,DTTMPLAP,LAPSURVEY,M2W,4061,A,DASHSURVEY,REKOMENDASI (LULUS),,,,,,,,,0.0,0.0,0.0,0.0,0.0
9934,0,DTTMPLAP,LAPSURVEY,M2W,4061A,A,DASHSURVEY,MPP CTR,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9936,0,DTTMPLAP,LAPSURVEY,M2W,4061B,A,DASHSURVEY,MPP KBA,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9938,0,DTTMPLAP,LAPSURVEY,M2W,4062,A,DASHSURVEY,MPP CMO,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9940,0,DTTMPLAP,LAPSURVEY,M2W,4063,A,DASHSURVEY,MEDSOS (JUMLAH IKLAN),,,,,,,,,0.0,0.0,0.0,0.0,0.0
9942,0,DTTMPLAP,LAPSURVEY,M2W,4064,A,DASHSURVEY,MEDSOS (PELAMAR),,,,,,,,,0.0,0.0,0.0,0.0,0.0
9944,0,DTTMPLAP,LAPSURVEY,M2W,4065,A,DASHSURVEY,MEDSOS (TEST),,,,,,,,,0.0,0.0,0.0,0.0,0.0
9946,0,DTTMPLAP,LAPSURVEY,M2W,4066,A,DASHSURVEY,MEDSOS (LULUS),,,,,,,,,0.0,0.0,0.0,0.0,0.0
9948,0,DTTMPLAP,LAPSURVEY,M2W,4067,A,DASHSURVEY,MEDIA CETAK (JUMLAH IKLAN),,,,,,,,,0.0,0.0,0.0,0.0,0.0
9950,0,DTTMPLAP,LAPSURVEY,M2W,4068,A,DASHSURVEY,MEDIA CETAK (PELAMAR),,,,,,,,,0.0,0.0,0.0,0.0,0.0
9952,0,DTTMPLAP,LAPSURVEY,M2W,4069,A,DASHSURVEY,MEDIA CETAK (TEST),,,,,,,,,0.0,0.0,0.0,0.0,0.0
9954,0,DTTMPLAP,LAPSURVEY,M2W,4070,A,DASHSURVEY,MEDIA CETAK (LULUS),,,,,,,,,0.0,0.0,0.0,0.0,0.0
9956,0,DTTMPLAP,LAPSURVEY,M2W,4071,A,DASHSURVEY,PLATFORM JOB SEEKER (JUMLAH IKLAN),,,,,,,,,0.0,0.0,0.0,0.0,0.0
9958,0,DTTMPLAP,LAPSURVEY,M2W,4072,A,DASHSURVEY,PLATFORM JOB SEEKER (PELAMAR),,,,,,,,,0.0,0.0,0.0,0.0,0.0
9960,0,DTTMPLAP,LAPSURVEY,M2W,4073,A,DASHSURVEY,PLATFORM JOB SEEKER (TEST),,,,,,,,,0.0,0.0,0.0,0.0,0.0
9962,0,DTTMPLAP,LAPSURVEY,M2W,4074,A,DASHSURVEY,PLATFORM JOB SEEKER (LULUS),,,,,,,,,0.0,0.0,0.0,0.0,0.0
9964,0,DTTMPLAP,LAPSURVEY,M2W,4075,A,DASHSURVEY,REKOMENDASI (PELAMAR),,,,,,,,,0.0,0.0,0.0,0.0,0.0
9966,0,DTTMPLAP,LAPSURVEY,M2W,4076,A,DASHSURVEY,REKOMENDASI (TEST),,,,,,,,,0.0,0.0,0.0,0.0,0.0
9968,0,DTTMPLAP,LAPSURVEY,M2W,4077,A,DASHSURVEY,REKOMENDASI (LULUS),,,,,,,,,0.0,0.0,0.0,0.0,0.0
9970,0,DTTMPLAP,LAPSURVEY,M2W,4078,A,DASHSURVEY,SPK TTL,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9972,0,DTTMPLAP,LAPSURVEY,M2W,4079,A,DASHSURVEY,SPK L,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9974,0,DTTMPLAP,LAPSURVEY,M2W,4080,A,DASHSURVEY,SPK C,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9976,0,DTTMPLAP,LAPSURVEY,M2W,4081,A,DASHSURVEY,SPK K,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9978,0,DTTMPLAP,LAPSURVEY,M2W,4082,A,DASHSURVEY,SPK CMO,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9980,0,DTTMPLAP,LAPSURVEY,M2W,4083,A,DASHSURVEY,PRODUKTIVITAS CMO,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9982,0,DTTMPLAP,LAPSURVEY,M2W,4084,A,DASHSURVEY,FID,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9984,0,DTTMPLAP,LAPSURVEY,M2W,4085,A,DASHSURVEY,FID GARAP 1,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9986,0,DTTMPLAP,LAPSURVEY,M2W,4086,A,DASHSURVEY,FID GARAP 2,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9988,0,DTTMPLAP,LAPSURVEY,M2W,4087,A,DASHSURVEY,FID HMC,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9990,0,DTTMPLAP,LAPSURVEY,M2W,4088,A,DASHSURVEY,FID GARAP 1 HMC,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9992,0,DTTMPLAP,LAPSURVEY,M2W,4089,A,DASHSURVEY,FID GARAP 2 HMC,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9994,0,DTTMPLAP,LAPSURVEY,M2W,4090,A,DASHSURVEY,FID M2W,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9996,0,DTTMPLAP,LAPSURVEY,M2W,4091,A,DASHSURVEY,FID GARAP 1 M2W,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9998,0,DTTMPLAP,LAPSURVEY,M2W,4092,A,DASHSURVEY,FID GARAP 2 M2W,,,,,,,,,0.0,0.0,0.0,0.0,0.0
10000,0,DTTMPLAP,LAPSURVEY,M2W,4093,A,DASHSURVEY,FPD,,,,,,,,,0.0,0.0,0.0,0.0,0.0
10002,0,DTTMPLAP,LAPSURVEY,M2W,4045A,A,DASHSURVEY,NON RO,,,,,,,,,0.0,0.0,0.0,0.0,0.0
10004,0,DTTMPLAP,RUGILABA,BLN,612.05.2004,TDK,E0001,,,,PAJAK,,,,,,0.0,0.0,0.0,0.0,0.0
10006,0,DTTMPLAP,RUGILABA,BLN,621.01.2014,,D0003,,,,PENDBILAIN,,,,,,0.0,0.0,0.0,0.0,0.0
10008,0,DTTMPLAP,RUGILABA,BLN,621.01.2015,,D0003,,,,PENDBILAIN,,,,,,0.0,0.0,0.0,0.0,0.0
10010,0,DTTMPLAP,RUGILABA,BLN,714.17.1001,,D0003,,,,PENDBILAIN,,,,,,0.0,0.0,0.0,0.0,0.0
10012,0,DTTMPLAP,RUGILABA,BLN,714.18.1001,,D0003,,,,PENDBILAIN,,,,,,0.0,0.0,0.0,0.0,0.0
10030,0,DTTMPLAP,RUGILABA,BLN,517.01.1009,,B0006,GADAI,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,,0.0,0.0,0.0,0.0,0.0
10032,0,DTTMPLAP,RUGILABA,BLN,711.00.1015,TDK,,,,,BUNGABANK,,,,,,0.0,0.0,0.0,0.0,0.0
10136,1,DTTMPLAP,MONPCPCOL,M2W,01A-UNTSLSZ1Z6,,,Unit Selesai Z1-Z6 Total,,,,,,,,,0.0,0.0,0.0,0.0,0.0
10138,1,DTTMPLAP,MONPCPCOL,M2W,01B-SISPOKSLSZ1Z6,,,Rp Sispok Selesai Z1-Z6 Total,,,,,,,,,0.0,0.0,0.0,0.0,0.0
10140,1,DTTMPLAP,MONPCPCOL,M2W,01C-UNTALIRZ1Z6,,,Unit Alir Z1-Z6 Total,,,,,,,,,0.0,0.0,0.0,0.0,0.0
10142,1,DTTMPLAP,MONPCPCOL,M2W,01D-KWISLSZ1Z6,,,Kwitansi Selesai Z1-Z6 Total,,,,,,,,,0.0,0.0,0.0,0.0,0.0
10144,1,DTTMPLAP,MONPCPCOL,M2W,01E-ALIRINPG90Z1Z6,,,'% Alir Thd INPG <90,,,,,,,,,0.0,0.0,0.0,0.0,0.0
10146,1,DTTMPLAP,MONPCPCOL,M2W,02A-UNTSLSZ1Z6R,,,Unit Selesai Z1R-Z6R Total,,,,,,,,,0.0,0.0,0.0,0.0,0.0
10148,1,DTTMPLAP,MONPCPCOL,M2W,02B-SISPOKSLSZ1Z6R,,,Rp Sispok Selesai Z1R-Z6R Total,,,,,,,,,0.0,0.0,0.0,0.0,0.0
10150,1,DTTMPLAP,MONPCPCOL,M2W,02C-UNTALIRZ1Z6R,,,Unit Alir Z1R-Z6R Total,,,,,,,,,0.0,0.0,0.0,0.0,0.0
10152,1,DTTMPLAP,MONPCPCOL,M2W,02D-KWISLSZ1Z6R,,,Kwitansi Selesai Z1R-Z6R Total,,,,,,,,,0.0,0.0,0.0,0.0,0.0
10154,1,DTTMPLAP,MONPCPCOL,M2W,02E-ALIRINPG90Z1Z6R,,,'% Alir Thd INPG <90,,,,,,,,,0.0,0.0,0.0,0.0,0.0
10156,1,DTTMPLAP,MONPCPCOL,M2W,03A-UNTSLSZ1,,,Unit Selesai Z1,,,,,,,,,0.0,0.0,0.0,0.0,0.0
10158,1,DTTMPLAP,MONPCPCOL,M2W,03B-SISPOKSLSZ1,,,Rp Sispok Selesai Z1,,,,,,,,,0.0,0.0,0.0,0.0,0.0
10160,1,DTTMPLAP,MONPCPCOL,M2W,03C-UNTALIRZ1,,,Unit Alir Z1,,,,,,,,,0.0,0.0,0.0,0.0,0.0
10162,1,DTTMPLAP,MONPCPCOL,M2W,03D-KWISLSZ1,,,Kwitansi Selesai Z1 Total,,,,,,,,,0.0,0.0,0.0,0.0,0.0
10164,1,DTTMPLAP,MONPCPCOL,M2W,03E-ALIRINPG90Z1,,,'% Alir Thd INPG <90,,,,,,,,,0.0,0.0,0.0,0.0,0.0
10166,1,DTTMPLAP,MONPCPCOL,M2W,04A-UNTSLSZ1R,,,Unit Selesai Z1R,,,,,,,,,0.0,0.0,0.0,0.0,0.0
10168,1,DTTMPLAP,MONPCPCOL,M2W,04B-SISPOKSLSZ1R,,,Rp Sispok Selesai Z1R,,,,,,,,,0.0,0.0,0.0,0.0,0.0
10170,1,DTTMPLAP,MONPCPCOL,M2W,04C-UNTALIRZ1R,,,Unit Alir Z1R,,,,,,,,,0.0,0.0,0.0,0.0,0.0
10172,1,DTTMPLAP,MONPCPCOL,M2W,04D-KWISLSZ1R,,,Kwitansi Selesai Z1R Total,,,,,,,,,0.0,0.0,0.0,0.0,0.0
10174,1,DTTMPLAP,MONPCPCOL,M2W,04E-ALIRINPG90Z1R,,,'% Alir Thd INPG <90,,,,,,,,,0.0,0.0,0.0,0.0,0.0
10176,1,DTTMPLAP,MONPCPCOL,M2W,05A-UNTSLSZ2,,,Unit Selesai Z2,,,,,,,,,0.0,0.0,0.0,0.0,0.0
10178,1,DTTMPLAP,MONPCPCOL,M2W,05B-SISPOKSLSZ2,,,Rp Sispok Selesai Z2,,,,,,,,,0.0,0.0,0.0,0.0,0.0
10180,1,DTTMPLAP,MONPCPCOL,M2W,05C-UNTALIRZ2,,,Unit Alir Z2,,,,,,,,,0.0,0.0,0.0,0.0,0.0
10182,1,DTTMPLAP,MONPCPCOL,M2W,05D-KWISLSZ2,,,Kwitansi Selesai Z2 Total,,,,,,,,,0.0,0.0,0.0,0.0,0.0
10184,1,DTTMPLAP,MONPCPCOL,M2W,05E-ALIRINPG90Z2,,,'% Alir Thd INPG <90,,,,,,,,,0.0,0.0,0.0,0.0,0.0
10186,1,DTTMPLAP,MONPCPCOL,M2W,06A-UNTSLSZ2R,,,Unit Selesai Z2R,,,,,,,,,0.0,0.0,0.0,0.0,0.0
10188,1,DTTMPLAP,MONPCPCOL,M2W,06B-SISPOKSLSZ2R,,,Rp Sispok Selesai Z2R,,,,,,,,,0.0,0.0,0.0,0.0,0.0
10190,1,DTTMPLAP,MONPCPCOL,M2W,06C-UNTALIRZ2R,,,Unit Alir Z2R,,,,,,,,,0.0,0.0,0.0,0.0,0.0
10192,1,DTTMPLAP,MONPCPCOL,M2W,06D-KWISLSZ2R,,,Kwitansi Selesai Z2R Total,,,,,,,,,0.0,0.0,0.0,0.0,0.0
